"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PATH_URL_002` |
| **Name** | URL encoded double traversal |
| **Category** | PATH |
| **Subcategory** | url_encoded |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `..%2F..%2F`
- **Encoded**: `..%252F..%252F`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~36000ms
- **Timestamp**: 03:40:51.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Encoded SQL Injection Pattern` |
| **Matched Rule** | `[NGINX SQLi] Encoded SQL Injection Pattern test_id=PATH_URL_002-1769917251608-tnywz8 pattern_id=PATH_URL_002 uri=/?q=..%252F..%252F client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Encoded SQL Injection Pattern test_id=PATH_URL_002-1769917251608-tnywz8 pattern_id=PATH_URL_002 uri=/?q=..%252F..%252F client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:40:51.000000000: Warning [NGINX SQLi] Encoded SQL Injection Pattern test_id=PATH_URL_002-1769917251608-tnywz8 pattern_id=PATH_URL_002 uri=/?q=..%252F..%252F client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[273_PATH_URL_002]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_BOOL_005` |
| **Name** | Double quote boolean injection |
| **Category** | SQLI |
| **Subcategory** | boolean_based_blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `"" OR ""1""=""1`
- **Encoded**: `%22%20OR%20%221%22%3D%221`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~64000ms
- **Timestamp**: 03:40:23.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_005-1769917223070-zukbg pattern_id=SQLI_BOOL_005 uri=/?q=%22%20OR%20%221%22%3D%221 client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_005-1769917223070-zukbg pattern_id=SQLI_BOOL_005 uri=/?q=%22%20OR%20%221%22%3D%221 client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:40:23.000000000: Critical [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_005-1769917223070-zukbg pattern_id=SQLI_BOOL_005 uri=/?q=%22%20OR%20%221%22%3D%221 client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[036_SQLI_BOOL_005]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_ERROR_012` |
| **Name** | PostgreSQL conditional cast error |
| **Category** | SQLI |
| **Subcategory** | error_based |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `' AND (SELECT CASE WHEN (1=1) THEN CAST(version() AS int) ELSE 1 END) --`
- **Encoded**: `%27%20AND%20%28SELECT%20CASE%20WHEN%20%281%3D1%29%20THEN%20CAST%28version%28%29%20AS%20int%29%20ELSE%201%20END%29%20--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~25000ms
- **Timestamp**: 03:41:02.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Time-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_ERROR_012-1769917262151-u1y5tk pattern_id=SQLI_ERROR_012 uri=/?q=%27%20AND%20%28SELECT%20CASE%20WHEN%20%281%3D1%29%20THEN%20CAST%28version%28%29%20AS%20int%29%20ELSE%201%20END%29%20-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_ERROR_012-1769917262151-u1y5tk pattern_id=SQLI_ERROR_012 uri=/?q=%27%20AND%20%28SELECT%20CASE%20WHEN%20%281%3D1%29%20THEN%20CAST%28version%28%29%20AS%20int%29%20ELSE%201%20END%29%20-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:41:02.000000000: Critical [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_ERROR_012-1769917262151-u1y5tk pattern_id=SQLI_ERROR_012 uri=/?q=%27%20AND%20%28SELECT%20CASE%20WHEN%20%281%3D1%29%20THEN%20CAST%28version%28%29%20AS%20int%29%20ELSE%201%20END%29%20-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[073_SQLI_ERROR_012]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_TIME_010` |
| **Name** | URL encoded extended sleep |
| **Category** | SQLI |
| **Subcategory** | time_based_blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `SLEEP%2810%29`
- **Encoded**: `SLEEP%252810%2529`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~71000ms
- **Timestamp**: 03:40:16.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Time-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_010-1769917216556-qj4sq pattern_id=SQLI_TIME_010 uri=/?q=SLEEP%252810%2529 client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_010-1769917216556-qj4sq pattern_id=SQLI_TIME_010 uri=/?q=SLEEP%252810%2529 client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:40:16.000000000: Critical [NGINX SQLi] Time-based Blind SQL Injection test_id=SQLI_TIME_010-1769917216556-qj4sq pattern_id=SQLI_TIME_010 uri=/?q=SLEEP%252810%2529 client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[105_SQLI_TIME_010]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PP_BASIC_002` |
| **Name** | __proto__ with isAdmin |
| **Category** | PROTOTYPE_POLLUTION |
| **Subcategory** | basic |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `?__proto__[isAdmin]=true`
- **Encoded**: `%3F__proto__%5BisAdmin%5D%3Dtrue`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~10000ms
- **Timestamp**: 03:41:17.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX PP] Prototype pollution attack attempt` |
| **Matched Rule** | `[NGINX PP] Prototype pollution attack attempt test_id=PP_BASIC_002-1769917277544-ax7hko pattern_id=PP_BASIC_002 uri=/?q=%3F__proto__%5BisAdmin%5D%3Dtrue client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX PP] Prototype pollution attack attempt test_id=PP_BASIC_002-1769917277544-ax7hko pattern_id=PP_BASIC_002 uri=/?q=%3F__proto__%5BisAdmin%5D%3Dtrue client=127.0.0.1

**Falco Log Entry**:
```
03:41:17.000000000: Warning [NGINX PP] Prototype pollution attack attempt test_id=PP_BASIC_002-1769917277544-ax7hko pattern_id=PP_BASIC_002 uri=/?q=%3F__proto__%5BisAdmin%5D%3Dtrue client=127.0.0.1
```","2","test_e2e_with_logs[376_PP_BASIC_002]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XPATH_BOOL_001` |
| **Name** | XPath boolean injection |
| **Category** | XPATH |
| **Subcategory** | boolean_based |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `' or '1'='1`
- **Encoded**: `%27%20or%20%271%27%3D%271`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~35000ms
- **Timestamp**: 03:40:52.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `XPath injection attempt` |
| **Matched Rule** | `[NGINX XPath Injection] XPath injection attempt test_id=XPATH_BOOL_001-1769917252043-h8dvqv pattern_id=XPATH_BOOL_001 uri=/?q=%27%20or%20%271%27%3D%271 client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XPath Injection] XPath injection attempt test_id=XPATH_BOOL_001-1769917252043-h8dvqv pattern_id=XPATH_BOOL_001 uri=/?q=%27%20or%20%271%27%3D%271 client=127.0.0.1

**Falco Log Entry**:
```
03:40:52.000000000: Warning [NGINX XPath Injection] XPath injection attempt test_id=XPATH_BOOL_001-1769917252043-h8dvqv pattern_id=XPATH_BOOL_001 uri=/?q=%27%20or%20%271%27%3D%271 client=127.0.0.1
```","1","test_e2e_with_logs[389_XPATH_BOOL_001]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_BYPASS_003` |
| **Name** | Whitespace character WAF bypass |
| **Category** | SQLI |
| **Subcategory** | bypass_waf |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `'%20UNION%0ASELECT%09version(),NULL,NULL--`
- **Encoded**: `%27%2520UNION%250ASELECT%2509version%28%29%2CNULL%2CNULL--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~47000ms
- **Timestamp**: 03:40:40.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Encoded SQL Injection Pattern` |
| **Matched Rule** | `[NGINX SQLi] Encoded SQL Injection Pattern test_id=SQLI_BYPASS_003-1769917240104-7p6f5s pattern_id=SQLI_BYPASS_003 uri=/?q=%27%2520UNION%250ASELECT%2509version%28%29%2CNULL%2CNULL-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Encoded SQL Injection Pattern test_id=SQLI_BYPASS_003-1769917240104-7p6f5s pattern_id=SQLI_BYPASS_003 uri=/?q=%27%2520UNION%250ASELECT%2509version%28%29%2CNULL%2CNULL-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:40:40.000000000: Warning [NGINX SQLi] Encoded SQL Injection Pattern test_id=SQLI_BYPASS_003-1769917240104-7p6f5s pattern_id=SQLI_BYPASS_003 uri=/?q=%27%2520UNION%250ASELECT%2509version%28%29%2CNULL%2CNULL-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[052_SQLI_BYPASS_003]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PATH_ADV_056` |
| **Name** | Backslash Traversal |
| **Category** | PATH |
| **Subcategory** | filter_bypass |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `..\..\etc\passwd`
- **Encoded**: `..%5C..%5Cetc%5Cpasswd`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~38000ms
- **Timestamp**: 03:40:49.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX Traversal] Basic path traversal attack detected` |
| **Matched Rule** | `[NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_056-1769917249604-6dl5k pattern_id=PATH_ADV_056 uri=/?q=..%5C..%5Cetc%5Cpasswd client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_056-1769917249604-6dl5k pattern_id=PATH_ADV_056 uri=/?q=..%5C..%5Cetc%5Cpasswd client=127.0.0.1

**Falco Log Entry**:
```
03:40:49.000000000: Critical [NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_056-1769917249604-6dl5k pattern_id=PATH_ADV_056 uri=/?q=..%5C..%5Cetc%5Cpasswd client=127.0.0.1
```","2","test_e2e_with_logs[226_PATH_ADV_056]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_UNION_004` |
| **Name** | Table name extraction via information_schema |
| **Category** | SQLI |
| **Subcategory** | union_based |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `' UNION SELECT table_name,NULL,NULL FROM information_schema.tables --`
- **Encoded**: `%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~53000ms
- **Timestamp**: 03:40:34.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Error-based SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769917234593-3vtfmp pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769917234593-3vtfmp pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
03:40:34.000000000: Critical [NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769917234593-3vtfmp pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[119_SQLI_UNION_004]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PATH_ADV_001` |
| **Name** | Quadruple dot traversal variation |
| **Category** | PATH |
| **Subcategory** | advanced_techniques |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `....//`
- **Encoded**: `....%2F%2F`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~53000ms
- **Timestamp**: 03:40:34.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX Traversal] Basic path traversal attack detected` |
| **Matched Rule** | `[NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_001-1769917234573-d4mpql pattern_id=PATH_ADV_001 uri=/?q=....%2F%2F client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_001-1769917234573-d4mpql pattern_id=PATH_ADV_001 uri=/?q=....%2F%2F client=127.0.0.1

**Falco Log Entry**:
```
03:40:34.000000000: Critical [NGINX Traversal] Basic path traversal attack detected test_id=PATH_ADV_001-1769917234573-d4mpql pattern_id=PATH_ADV_001 uri=/?q=....%2F%2F client=127.0.0.1
```","1","test_e2e_with_logs[215_PATH_ADV_001]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
