"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_BASIC_016` |
| **Name** | OR operator with id |
| **Category** | CMDINJ |
| **Subcategory** | basic_command_injection |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `|| id`
- **Encoded**: `%7C%7C%20id`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~53000ms
- **Timestamp**: 02:45:15.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX CMDi] Command injection via pipe` |
| **Matched Rule** | `[NGINX CMDi] Command injection via pipe test_id=CMD_BASIC_016-1769913915952-vdngob pattern_id=CMD_BASIC_016 uri=/?q=%7C%7C%20id client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX CMDi] Command injection via pipe test_id=CMD_BASIC_016-1769913915952-vdngob pattern_id=CMD_BASIC_016 uri=/?q=%7C%7C%20id client=127.0.0.1

**Falco Log Entry**:
```
02:45:15.000000000: Critical [NGINX CMDi] Command injection via pipe test_id=CMD_BASIC_016-1769913915952-vdngob pattern_id=CMD_BASIC_016 uri=/?q=%7C%7C%20id client=127.0.0.1
```","2","test_e2e_with_logs[303_CMD_BASIC_016]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_REFL_008` |
| **Name** | Textarea onfocus XSS |
| **Category** | XSS |
| **Subcategory** | reflected_xss |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `<textarea onfocus=alert('XSS') autofocus>`
- **Encoded**: `%3Ctextarea%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~67000ms
- **Timestamp**: 02:45:01.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] Polyglot XSS Attack` |
| **Matched Rule** | `[NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_008-1769913901940-6b5r453 pattern_id=XSS_REFL_008 uri=/?q=%3Ctextarea%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_008-1769913901940-6b5r453 pattern_id=XSS_REFL_008 uri=/?q=%3Ctextarea%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:01.000000000: Critical [NGINX XSS] Polyglot XSS Attack test_id=XSS_REFL_008-1769913901940-6b5r453 pattern_id=XSS_REFL_008 uri=/?q=%3Ctextarea%20onfocus%3Dalert%28%27XSS%27%29%20autofocus%3E client=127.0.0.1 method=GET
```","1","test_e2e_with_logs[188_XSS_REFL_008]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_STORED_001` |
| **Name** | Basic stored XSS script |
| **Category** | XSS |
| **Subcategory** | stored_xss |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `<script>alert('Stored XSS')</script>`
- **Encoded**: `%3Cscript%3Ealert('Stored%20XSS')%3C%2Fscript%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~58000ms
- **Timestamp**: 02:45:10.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_001-1769913910461-kd9f7t pattern_id=XSS_STORED_001 uri=/?q=%3Cscript%3Ealert('Stored%20XSS')%3C%2Fscript%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_001-1769913910461-kd9f7t pattern_id=XSS_STORED_001 uri=/?q=%3Cscript%3Ealert('Stored%20XSS')%3C%2Fscript%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:10.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_001-1769913910461-kd9f7t pattern_id=XSS_STORED_001 uri=/?q=%3Cscript%3Ealert('Stored%20XSS')%3C%2Fscript%3E client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[198_XSS_STORED_001]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `PATH_ABS_004` |
| **Name** | Authentication log access |
| **Category** | PATH |
| **Subcategory** | absolute_paths |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `/var/log/auth.log`
- **Encoded**: `/var/log/auth.log`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~56000ms
- **Timestamp**: 02:45:12.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX Traversal] File inclusion attack detected` |
| **Matched Rule** | `[NGINX Traversal] File inclusion attack detected test_id=PATH_ABS_004-1769913912451-hp2te8 pattern_id=PATH_ABS_004 uri=/?q=/var/log/auth.log client=127.0.0.1` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX Traversal] File inclusion attack detected test_id=PATH_ABS_004-1769913912451-hp2te8 pattern_id=PATH_ABS_004 uri=/?q=/var/log/auth.log client=127.0.0.1

**Falco Log Entry**:
```
02:45:12.000000000: Critical [NGINX Traversal] File inclusion attack detected test_id=PATH_ABS_004-1769913912451-hp2te8 pattern_id=PATH_ABS_004 uri=/?q=/var/log/auth.log client=127.0.0.1
```","2","test_e2e_with_logs[204_PATH_ABS_004]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_STORED_002` |
| **Name** | Stored image onerror XSS |
| **Category** | XSS |
| **Subcategory** | stored |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `<img src=x onerror=alert('Stored')>`
- **Encoded**: `%3Cimg%20src%3Dx%20onerror%3Dalert%28%27Stored%27%29%3E`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~34000ms
- **Timestamp**: 02:45:34.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_002-1769913934523-1nhzxs pattern_id=XSS_STORED_002 uri=/?q=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27Stored%27%29%3E client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_002-1769913934523-1nhzxs pattern_id=XSS_STORED_002 uri=/?q=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27Stored%27%29%3E client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:34.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_STORED_002-1769913934523-1nhzxs pattern_id=XSS_STORED_002 uri=/?q=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27Stored%27%29%3E client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[199_XSS_STORED_002]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_BLIND_007` |
| **Name** | Username existence check |
| **Category** | SQLI |
| **Subcategory** | blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `' AND (SELECT LOCATE('admin',(SELECT GROUP_CONCAT(username) FROM users)))>0 --`
- **Encoded**: `'%20AND%20(SELECT%20LOCATE('admin'%2C(SELECT%20GROUP_CONCAT(username)%20FROM%20users)))%3E0%20--`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~38000ms
- **Timestamp**: 02:45:30.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Error-based SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Error-based SQL Injection test_id=SQLI_BLIND_007-1769913930018-4znmmr pattern_id=SQLI_BLIND_007 uri=/?q='%20AND%20(SELECT%20LOCATE('admin'%2C(SELECT%20GROUP_CONCAT(username)%20FROM%20users)))%3E0%20-- client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Error-based SQL Injection test_id=SQLI_BLIND_007-1769913930018-4znmmr pattern_id=SQLI_BLIND_007 uri=/?q='%20AND%20(SELECT%20LOCATE('admin'%2C(SELECT%20GROUP_CONCAT(username)%20FROM%20users)))%3E0%20-- client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:30.000000000: Critical [NGINX SQLi] Error-based SQL Injection test_id=SQLI_BLIND_007-1769913930018-4znmmr pattern_id=SQLI_BLIND_007 uri=/?q='%20AND%20(SELECT%20LOCATE('admin'%2C(SELECT%20GROUP_CONCAT(username)%20FROM%20users)))%3E0%20-- client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[028_SQLI_BLIND_007]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_UNION_001` |
| **Name** | Basic UNION SELECT with NULL |
| **Category** | SQLI |
| **Subcategory** | union_based |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `UNION SELECT NULL`
- **Encoded**: `UNION%20SELECT%20NULL`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~63000ms
- **Timestamp**: 02:45:05.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Advanced SQL Injection Attempt` |
| **Matched Rule** | `[NGINX SQLi] Advanced SQL Injection Attempt test_id=SQLI_UNION_001-1769913905961-c36zn8 pattern_id=SQLI_UNION_001 uri=/?q=UNION%20SELECT%20NULL client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Advanced SQL Injection Attempt test_id=SQLI_UNION_001-1769913905961-c36zn8 pattern_id=SQLI_UNION_001 uri=/?q=UNION%20SELECT%20NULL client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:05.000000000: Warning [NGINX SQLi] Advanced SQL Injection Attempt test_id=SQLI_UNION_001-1769913905961-c36zn8 pattern_id=SQLI_UNION_001 uri=/?q=UNION%20SELECT%20NULL client=127.0.0.1 method=GET
```","1","test_e2e_with_logs[116_SQLI_UNION_001]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `XSS_DOM_004` |
| **Name** | innerHTML DOM XSS |
| **Category** | XSS |
| **Subcategory** | dom_xss |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `innerHTML='<img src=x onerror=alert(""DOM"")>'`
- **Encoded**: `innerHTML%3D'%3Cimg%20src%3Dx%20onerror%3Dalert(%22DOM%22)%3E'`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~58000ms
- **Timestamp**: 02:45:10.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX XSS] DOM-based XSS Attack` |
| **Matched Rule** | `[NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_004-1769913910962-yhi8y pattern_id=XSS_DOM_004 uri=/?q=innerHTML%3D'%3Cimg%20src%3Dx%20onerror%3Dalert(%22DOM%22)%3E' client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_004-1769913910962-yhi8y pattern_id=XSS_DOM_004 uri=/?q=innerHTML%3D'%3Cimg%20src%3Dx%20onerror%3Dalert(%22DOM%22)%3E' client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:10.000000000: Critical [NGINX XSS] DOM-based XSS Attack test_id=XSS_DOM_004-1769913910962-yhi8y pattern_id=XSS_DOM_004 uri=/?q=innerHTML%3D'%3Cimg%20src%3Dx%20onerror%3Dalert(%22DOM%22)%3E' client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[148_XSS_DOM_004]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `SQLI_BOOL_003` |
| **Name** | AND-based boolean injection |
| **Category** | SQLI |
| **Subcategory** | boolean_based_blind |
| **Severity** | `HIGH` |

## Attack Details

- **Payload**: `' AND '1'='1`
- **Encoded**: `%27%20AND%20%271%27%3D%271`
- **Expected Detection**: Yes

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 1 / 1
- **Latency**: ~67000ms
- **Timestamp**: 02:45:01.000 UTC

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection` |
| **Matched Rule** | `[NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_003-1769913901952-in2w5a pattern_id=SQLI_BOOL_003 uri=/?q=%27%20AND%20%271%27%3D%271 client=127.0.0.1 method=GET` |
| **Rule Match** | ✅ Match |

## Detection Evidence

**Rule Name**: [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_003-1769913901952-in2w5a pattern_id=SQLI_BOOL_003 uri=/?q=%27%20AND%20%271%27%3D%271 client=127.0.0.1 method=GET

**Falco Log Entry**:
```
02:45:01.000000000: Critical [NGINX SQLi] Boolean-based Blind SQL Injection test_id=SQLI_BOOL_003-1769913901952-in2w5a pattern_id=SQLI_BOOL_003 uri=/?q=%27%20AND%20%271%27%3D%271 client=127.0.0.1 method=GET
```","2","test_e2e_with_logs[034_SQLI_BOOL_003]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
"## Attack Pattern Information

| Item | Value |
|------|-------|
| **Pattern ID** | `CMD_OBF_004` |
| **Name** | Wildcard Command Bypass |
| **Category** | CMDINJ |
| **Subcategory** | obfuscation |
| **Severity** | `CRITICAL` |

## Attack Details

- **Payload**: `;/bin/c?t /etc/p?sswd`
- **Encoded**: `%3B%2Fbin%2Fc%3Ft%20%2Fetc%2Fp%3Fsswd`
- **Expected Detection**: No

## Test Execution Results

- **Status**: `PASSED`
- **Detection Count**: 0 / 1
- **Latency**: N/A
- **Timestamp**: N/A

## Rule Mapping

| Item | Value |
|------|-------|
| **Expected Rule** | `` |
| **Matched Rule** | `None` |
| **Rule Match** | ✅ Expected Not Detected |

## Detection Evidence



**Falco Log Entry**:
```

```","2","test_e2e_with_logs[332_CMD_OBF_004]","allure","2026-02-01","passed","2026-02-01","","test_e2e_wrapper","",""
